sheet,card_name,url,status,card_file,note
gen1e3,"A Loving God","https://static.wixstatic.com/media/f87b85_211e12cbcd5c4d078d2710e9b63f6129~mv2.png/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/f87b85_211e12cbcd5c4d078d2710e9b63f6129~mv2.png",MATCHED,data/cards/src/gen1/021-a-loving-god.json,target=generation=1;edition=3rd edition
gen1e3,"Ball and Chain","https://static.wixstatic.com/media/f87b85_300de1e2d28a40f6850b14a6c297e028~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_300de1e2d28a40f6850b14a6c297e028~mv2.png",MATCHED,data/cards/src/gen1/024-ball-and-chain.json,target=generation=1;edition=3rd edition
gen1e3,"Blood of the Bat","https://static.wixstatic.com/media/f87b85_558d939ac60840db89054ad9dc6a0b2a~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_558d939ac60840db89054ad9dc6a0b2a~mv2.png",MATCHED,data/cards/src/gen1/029-blood-of-the-bat.json,target=generation=1;edition=3rd edition
gen1e3,"Assassin","https://static.wixstatic.com/media/f87b85_860d8c1216c342e6b46f7a2ef7880413~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_860d8c1216c342e6b46f7a2ef7880413~mv2.png",MATCHED,data/cards/src/gen1/022-assassin.json,target=generation=1;edition=3rd edition
gen1e3,"Hive Lord","https://static.wixstatic.com/media/f87b85_895dec6f68c0497b97893277ef7a7bfa~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_895dec6f68c0497b97893277ef7a7bfa~mv2.png",MATCHED,data/cards/src/gen1/106-hive-lord.json,target=generation=1;edition=3rd edition
gen1e3,"The Hero","https://static.wixstatic.com/media/f87b85_1765f9cfdbb444089b6157bd7919d806~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_1765f9cfdbb444089b6157bd7919d806~mv2.png",MATCHED,data/cards/src/gen1/139-the-hero.json,target=generation=1;edition=3rd edition
gen1e3,"Giant Bat","https://static.wixstatic.com/media/f87b85_1953ad2610464f3dacc3a2ffbf25e2ef~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_1953ad2610464f3dacc3a2ffbf25e2ef~mv2.png",MATCHED,data/cards/src/gen1/054-giant-bat.json,target=generation=1;edition=3rd edition
gen1e3,"Healing Tree","https://static.wixstatic.com/media/f87b85_3532a1f12f7c4634bf765ff66743633b~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_3532a1f12f7c4634bf765ff66743633b~mv2.png",MATCHED,data/cards/src/gen1/069-healing-tree.json,target=generation=1;edition=3rd edition
gen1e3,"Blue Dragon","https://static.wixstatic.com/media/f87b85_3988f3f2b3fe472c94406be5b62b1aa1~mv2.png/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/f87b85_3988f3f2b3fe472c94406be5b62b1aa1~mv2.png",MATCHED,data/cards/src/gen1/001-blue-dragon.json,target=generation=1;edition=3rd edition
gen1e3,"Fire God","https://static.wixstatic.com/media/f87b85_4239c02c1251433fbd34dbfd810cfd44~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_4239c02c1251433fbd34dbfd810cfd44~mv2.png",MATCHED,data/cards/src/gen1/052-fire-god.json,target=generation=1;edition=3rd edition
gen1e3,"Raptor","https://static.wixstatic.com/media/f87b85_4282aea5ff88484987f99203527ae788~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_4282aea5ff88484987f99203527ae788~mv2.png",MATCHED,data/cards/src/gen1/125-raptor.json,target=generation=1;edition=3rd edition
gen1e3,"Knight Armor","https://static.wixstatic.com/media/f87b85_5413e703413b4bb1bfa0ddc045be4458~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_5413e703413b4bb1bfa0ddc045be4458~mv2.png",MATCHED,data/cards/src/gen1/067-knight-armor.json,target=generation=1;edition=3rd edition
gen1e3,"Elf","https://static.wixstatic.com/media/f87b85_5435b213cf464eb090f2ccf34ed4fa79~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_5435b213cf464eb090f2ccf34ed4fa79~mv2.png",MATCHED,data/cards/src/gen1/046-elf.json,target=generation=1;edition=3rd edition
gen1e3,"Frost Giant","https://static.wixstatic.com/media/f87b85_5607d113179c4d8ea0aefeb6dd41322a~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_5607d113179c4d8ea0aefeb6dd41322a~mv2.png",MATCHED,data/cards/src/gen1/003-frost-giant.json,target=generation=1;edition=3rd edition
gen1e3,"Naga","https://static.wixstatic.com/media/f87b85_5828af19819841cd85139feb4b80ecf0~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_5828af19819841cd85139feb4b80ecf0~mv2.png",MATCHED,data/cards/src/gen1/143-naga.json,target=generation=1;edition=3rd edition
gen1e3,"Wings of the Beast","https://static.wixstatic.com/media/f87b85_8107b4f58f1e4cae85eaa4d0f5fee4ea~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_8107b4f58f1e4cae85eaa4d0f5fee4ea~mv2.png",MATCHED,data/cards/src/gen1/101-wings-of-the-beast.json,target=generation=1;edition=3rd edition
gen1e3,"Magic Ring","https://static.wixstatic.com/media/f87b85_8435eab71989443595f18c129c53dbb0~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_8435eab71989443595f18c129c53dbb0~mv2.png",MATCHED,data/cards/src/gen1/071-magic-ring.json,target=generation=1;edition=3rd edition
gen1e3,"Troll Regeneration","https://static.wixstatic.com/media/f87b85_8792b740099f4d79b02156fc48b34484~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_8792b740099f4d79b02156fc48b34484~mv2.png",MATCHED,data/cards/src/gen1/107-troll-regeneration.json,target=generation=1;edition=3rd edition
gen1e3,"Dragon Fire","https://static.wixstatic.com/media/f87b85_43360a4fd53b4a748ad0109166f116e8~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_43360a4fd53b4a748ad0109166f116e8~mv2.png",MATCHED,data/cards/src/gen1/040-dragon-fire.json,target=generation=1;edition=3rd edition
gen1e3,"Council of the Cosmos","https://static.wixstatic.com/media/f87b85_44912b84a4cd45f48a4f7954b7edbcfc~mv2.png/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/f87b85_44912b84a4cd45f48a4f7954b7edbcfc~mv2.png",MATCHED,data/cards/src/gen1/032-council-of-the-cosmos.json,target=generation=1;edition=3rd edition
gen1e3,"The Squire","https://static.wixstatic.com/media/f87b85_45561fcf1f69498eac31afc48eabf561~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_45561fcf1f69498eac31afc48eabf561~mv2.png",MATCHED,data/cards/src/gen1/121-the-squire.json,target=generation=1;edition=3rd edition
gen1e3,"Turncoat","https://static.wixstatic.com/media/f87b85_063014caf93f4820b09d3cd4e826deae~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_063014caf93f4820b09d3cd4e826deae~mv2.png",MATCHED,data/cards/src/gen1/110-turncoat.json,target=generation=1;edition=3rd edition
gen1e3,"Forest Fire","https://static.wixstatic.com/media/f87b85_74037b48b14d4592a9b3c8de4958e0b7~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_74037b48b14d4592a9b3c8de4958e0b7~mv2.png",MATCHED,data/cards/src/gen1/122-forest-fire.json,target=generation=1;edition=3rd edition
gen1e3,"Skeleton","https://static.wixstatic.com/media/f87b85_74508ea5daa64e6d9a26c1cd8828cd0f~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_74508ea5daa64e6d9a26c1cd8828cd0f~mv2.png",MATCHED,data/cards/src/gen1/013-skeleton.json,target=generation=1;edition=3rd edition
gen1e3,"Epic Ring","https://static.wixstatic.com/media/f87b85_80234cb7254c4bc89152ad32785e0f18~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_80234cb7254c4bc89152ad32785e0f18~mv2.png",MATCHED,data/cards/src/gen1/149-epic-ring.json,target=generation=1;edition=3rd edition
gen1e3,"Frog","https://static.wixstatic.com/media/f87b85_81699a2206bb458fbf9fad305c21cf39~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_81699a2206bb458fbf9fad305c21cf39~mv2.png",MATCHED,data/cards/src/gen1/131-frog.json,target=generation=1;edition=3rd edition
gen1e3,"The Creator","https://static.wixstatic.com/media/f87b85_127825bc66e04db3b5b0906a49ff58e4~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_127825bc66e04db3b5b0906a49ff58e4~mv2.png",MATCHED,data/cards/src/gen1/092-the-creator.json,target=generation=1;edition=3rd edition
gen1e3,"Vampire","https://static.wixstatic.com/media/f87b85_185311e60e3d46c8acb9d5326b162cfb~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_185311e60e3d46c8acb9d5326b162cfb~mv2.png",MATCHED,data/cards/src/gen1/097-vampire.json,target=generation=1;edition=3rd edition
gen1e3,"Minotaur Bodyguard","https://static.wixstatic.com/media/f87b85_287469f304c845eca82efda9c32f5621~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_287469f304c845eca82efda9c32f5621~mv2.png",MATCHED,data/cards/src/gen1/016-minotaur-bodyguard.json,target=generation=1;edition=3rd edition
gen1e3,"Jester","https://static.wixstatic.com/media/f87b85_444559f57a4a4811b3b779aeeabf22c1~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_444559f57a4a4811b3b779aeeabf22c1~mv2.png",MATCHED,data/cards/src/gen1/065-jester.json,target=generation=1;edition=3rd edition
gen1e3,"Lucky Charm","https://static.wixstatic.com/media/f87b85_09998895c5ad4b98bd72a8eb906a079e~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_09998895c5ad4b98bd72a8eb906a079e~mv2.png",MATCHED,data/cards/src/gen1/070-lucky-charm.json,target=generation=1;edition=3rd edition
gen1e3,"Dimorphodon","https://static.wixstatic.com/media/f87b85_41188372ceba490db552e61c3b17d12e~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_41188372ceba490db552e61c3b17d12e~mv2.png",MATCHED,data/cards/src/gen1/124-dimorphodon.json,target=generation=1;edition=3rd edition
gen1e3,"Evolved Dino","https://static.wixstatic.com/media/f87b85_54100146f401457faa20408e5520dd12~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_54100146f401457faa20408e5520dd12~mv2.png",MATCHED,data/cards/src/gen1/129-evolved-dino.json,target=generation=1;edition=3rd edition
gen1e3,"Epic Helm","https://static.wixstatic.com/media/f87b85_57723947c11842d7ad1417e0fe32159a~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_57723947c11842d7ad1417e0fe32159a~mv2.png",MATCHED,data/cards/src/gen1/148-epic-helm.json,target=generation=1;edition=3rd edition
gen1e3,"Demon","https://static.wixstatic.com/media/f87b85_88175246abbe465892f463bbc3bd0ecc~mv2.png/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/f87b85_88175246abbe465892f463bbc3bd0ecc~mv2.png",MATCHED,data/cards/src/gen1/136-demon.json,target=generation=1;edition=3rd edition
gen1e3,"Eternal Dragon","https://static.wixstatic.com/media/f87b85_26604278648044a6a5a4bc0e1d460964~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_26604278648044a6a5a4bc0e1d460964~mv2.png",MATCHED,data/cards/src/gen1/020-eternal-dragon.json,target=generation=1;edition=3rd edition
gen1e3,"Phoenix","https://static.wixstatic.com/media/f87b85_a0001eb3d009400b841cba45af9fe689~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_a0001eb3d009400b841cba45af9fe689~mv2.png",MATCHED,data/cards/src/gen1/144-phoenix.json,target=generation=1;edition=3rd edition
gen1e3,"Holy Water","https://static.wixstatic.com/media/f87b85_a01c79ad96a34c378854b4190b47bac5~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_a01c79ad96a34c378854b4190b47bac5~mv2.png",MATCHED,data/cards/src/gen1/117-holy-water.json,target=generation=1;edition=3rd edition
gen1e3,"Witch","https://static.wixstatic.com/media/f87b85_a2f2dba1c8ae44ce9c5aa98d045fc848~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_a2f2dba1c8ae44ce9c5aa98d045fc848~mv2.png",MATCHED,data/cards/src/gen1/103-witch.json,target=generation=1;edition=3rd edition
gen1e3,"Ogre","https://static.wixstatic.com/media/f87b85_a4a6cf6dbe0c4a508c52df7bb68b6b8e~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_a4a6cf6dbe0c4a508c52df7bb68b6b8e~mv2.png",MATCHED,data/cards/src/gen1/077-ogre.json,target=generation=1;edition=3rd edition
gen1e3,"Stone Golem","https://static.wixstatic.com/media/f87b85_a338d96630c0450c8b8411a571015404~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_a338d96630c0450c8b8411a571015404~mv2.png",MATCHED,data/cards/src/gen1/088-stone-golem.json,target=generation=1;edition=3rd edition
gen1e3,"Revival Priest","https://static.wixstatic.com/media/f87b85_a507b03fe4e34ebfb9cbf233db4e5489~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_a507b03fe4e34ebfb9cbf233db4e5489~mv2.png",MATCHED,data/cards/src/gen1/115-revival-priest.json,target=generation=1;edition=3rd edition
gen1e3,"Hero Sheild","https://static.wixstatic.com/media/f87b85_aac2f8716c984aabbea2c223fa793eb3~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_aac2f8716c984aabbea2c223fa793eb3~mv2.png",MATCHED,data/cards/src/gen1/062-hero-shield.json,override=Hero Shield;target=generation=1;edition=3rd edition
gen1e3,"Kraken","https://static.wixstatic.com/media/f87b85_af717bb0e4644c23b0c75208a7af67d1~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_af717bb0e4644c23b0c75208a7af67d1~mv2.png",MATCHED,data/cards/src/gen1/068-kraken.json,target=generation=1;edition=3rd edition
gen1e3,"Curse","https://static.wixstatic.com/media/f87b85_b8bbd28f3954421396e47ca5ca432bd8~mv2.png/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/f87b85_b8bbd28f3954421396e47ca5ca432bd8~mv2.png",MATCHED,data/cards/src/gen1/049-curse.json,target=generation=1;edition=3rd edition
gen1e3,"Magic Belt","https://static.wixstatic.com/media/f87b85_b14db77231944c90b633f154430c5313~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_b14db77231944c90b633f154430c5313~mv2.png",MATCHED,data/cards/src/gen1/072-magic-belt.json,target=generation=1;edition=3rd edition
gen1e3,"Visitor from Beyond","https://static.wixstatic.com/media/f87b85_b19a6f6e904540e4be883585956560fa~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_b19a6f6e904540e4be883585956560fa~mv2.png",MATCHED,data/cards/src/gen1/098-visitor-from-beyond.json,target=generation=1;edition=3rd edition
gen1e3,"Cosmic Negation","https://static.wixstatic.com/media/f87b85_b625b0f97dbe4944ac260aa94ff15140~mv2.png/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/f87b85_b625b0f97dbe4944ac260aa94ff15140~mv2.png",MATCHED,data/cards/src/gen1/112-cosmic-negation.json,target=generation=1;edition=3rd edition
gen1e3,"Unlucky Circumstances","https://static.wixstatic.com/media/f87b85_1b8b06a59b16485ebdf17fa5f850e03d~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_1b8b06a59b16485ebdf17fa5f850e03d~mv2.png",MATCHED,data/cards/src/gen1/096-unlucky-circumstance.json,override=Unlucky Circumstance;target=generation=1;edition=3rd edition
gen1e3,"Dragon Power","https://static.wixstatic.com/media/f87b85_1b4f9153742748589f15b1c24bc8ba9b~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_1b4f9153742748589f15b1c24bc8ba9b~mv2.png",MATCHED,data/cards/src/gen1/118-dragon-power.json,target=generation=1;edition=3rd edition
gen1e3,"Junk Scarecrow","https://static.wixstatic.com/media/f87b85_1a869706ad48445da612fdb10051f574~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_1a869706ad48445da612fdb10051f574~mv2.png",MATCHED,data/cards/src/gen1/066-junk-scarecrow.json,target=generation=1;edition=3rd edition
gen1e3,"Dwarf","https://static.wixstatic.com/media/f87b85_01a37859b70b466d810c94fefbc5878b~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_01a37859b70b466d810c94fefbc5878b~mv2.png",MATCHED,data/cards/src/gen1/045-dwarf.json,target=generation=1;edition=3rd edition
gen1e3,"Mimic Chest","https://static.wixstatic.com/media/f87b85_0dbdf63d2a16409589807df84de512a8~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_0dbdf63d2a16409589807df84de512a8~mv2.png",MATCHED,data/cards/src/gen1/073-mimic-chest.json,target=generation=1;edition=3rd edition
gen1e3,"Forest Sentinel","https://static.wixstatic.com/media/f87b85_2a9f4077b17e4693a61e01786cdeaedf~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_2a9f4077b17e4693a61e01786cdeaedf~mv2.png",MATCHED,data/cards/src/gen1/109-forest-sentinel.json,target=generation=1;edition=3rd edition
gen1e3,"Foolish Tricks","https://static.wixstatic.com/media/f87b85_2bb615f27c1a4cc2a64585377357d309~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_2bb615f27c1a4cc2a64585377357d309~mv2.png",MATCHED,data/cards/src/gen1/086-foolish-tricks.json,target=generation=1;edition=3rd edition
gen1e3,"Holy Light","https://static.wixstatic.com/media/f87b85_03faf6589bb441deaae303fb26fb86df~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_03faf6589bb441deaae303fb26fb86df~mv2.png",MATCHED,data/cards/src/gen1/063-holy-light.json,target=generation=1;edition=3rd edition
gen1e3,"Fear","https://static.wixstatic.com/media/f87b85_3a1fd18f2d5e4c41a1d186a4da9b8db0~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_3a1fd18f2d5e4c41a1d186a4da9b8db0~mv2.png",MATCHED,data/cards/src/gen1/051-fear.json,target=generation=1;edition=3rd edition
gen1e3,"Zombified","https://static.wixstatic.com/media/f87b85_4a352b13bed846338d5c1ea677d6a868~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_4a352b13bed846338d5c1ea677d6a868~mv2.png",MATCHED,data/cards/src/gen1/120-zombified.json,target=generation=1;edition=3rd edition
gen1e3,"Giant Eagle","https://static.wixstatic.com/media/f87b85_4cd1111801ef4b7db0e21e40e71f4a86~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_4cd1111801ef4b7db0e21e40e71f4a86~mv2.png",MATCHED,data/cards/src/gen1/004-giant-eagle.json,target=generation=1;edition=3rd edition
gen1e3,"Glarbstenford","https://static.wixstatic.com/media/f87b85_4ed861606784412e9cf7135a1154b14b~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_4ed861606784412e9cf7135a1154b14b~mv2.png",MATCHED,data/cards/src/gen1/056-glarbstenford.json,target=generation=1;edition=3rd edition
gen1e3,"Flame of the Infinite","https://static.wixstatic.com/media/f87b85_5aa7ef0575ff405abbfd66796d871252~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_5aa7ef0575ff405abbfd66796d871252~mv2.png",MATCHED,data/cards/src/gen1/085-flame-of-the-infinite.json,target=generation=1;edition=3rd edition
gen1e3,"Surprise from the Deep","https://static.wixstatic.com/media/f87b85_5b75cce54ea3426596c01a080fde8ae0~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_5b75cce54ea3426596c01a080fde8ae0~mv2.png",MATCHED,data/cards/src/gen1/017-surprise-from-the-deep.json,target=generation=1;edition=3rd edition
gen1e3,"Harpy","https://static.wixstatic.com/media/f87b85_5d6e93436cf04b93a5f3db4435c4fa0e~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_5d6e93436cf04b93a5f3db4435c4fa0e~mv2.png",MATCHED,data/cards/src/gen1/060-harpy.json,target=generation=1;edition=3rd edition
gen1e3,"Heroism","https://static.wixstatic.com/media/f87b85_5dd76999947d45038e5ec188ac99d045~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_5dd76999947d45038e5ec188ac99d045~mv2.png",MATCHED,data/cards/src/gen1/093-heroism.json,target=generation=1;edition=3rd edition
gen1e3,"Sword of Light","https://static.wixstatic.com/media/f87b85_5fb0dffa8d0d42c09a7b38aa31153b59~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_5fb0dffa8d0d42c09a7b38aa31153b59~mv2.png",MATCHED,data/cards/src/gen1/150-sword-of-light.json,target=generation=1;edition=3rd edition
gen1e3,"Hourglass of Time","https://static.wixstatic.com/media/f87b85_06b8a40631744791b177a0b18e449e3e~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_06b8a40631744791b177a0b18e449e3e~mv2.png",MATCHED,data/cards/src/gen1/064-hourglass-of-time.json,target=generation=1;edition=3rd edition
gen1e3,"Undead Dragon","https://static.wixstatic.com/media/f87b85_6a8b3e71fb72472a99e024cb544e09cb~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_6a8b3e71fb72472a99e024cb544e09cb~mv2.png",MATCHED,data/cards/src/gen1/094-undead-dragon.json,target=generation=1;edition=3rd edition
gen1e3,"Necromancer","https://static.wixstatic.com/media/f87b85_6a85b96a69a843ca91d2d4361e31472f~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_6a85b96a69a843ca91d2d4361e31472f~mv2.png",MATCHED,data/cards/src/gen1/076-necromancer.json,target=generation=1;edition=3rd edition
gen1e3,"Dragonling","https://static.wixstatic.com/media/f87b85_6b74472014664922a1aaac39b6f36954~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_6b74472014664922a1aaac39b6f36954~mv2.png",MATCHED,data/cards/src/gen1/043-dragonling.json,target=generation=1;edition=3rd edition
gen1e3,"Dragon's Bane","https://static.wixstatic.com/media/f87b85_6ca42c84ed294a5fadb3cf100a9bf80d~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_6ca42c84ed294a5fadb3cf100a9bf80d~mv2.png",MATCHED,data/cards/src/gen1/044-dragon-s-bane.json,target=generation=1;edition=3rd edition
gen1e3,"Gnome","https://static.wixstatic.com/media/f87b85_6d3f3b25b67f4ea29d66da10a238ce84~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_6d3f3b25b67f4ea29d66da10a238ce84~mv2.png",MATCHED,data/cards/src/gen1/134-gnome.json,target=generation=1;edition=3rd edition
gen1e3,"Owl","https://static.wixstatic.com/media/f87b85_6d9c429cfcaf4970b6d44c6ec31d002e~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_6d9c429cfcaf4970b6d44c6ec31d002e~mv2.png",MATCHED,data/cards/src/gen1/079-owl.json,target=generation=1;edition=3rd edition
gen1e3,"Forest Demon","https://static.wixstatic.com/media/f87b85_6e27f32237624381b23ab1a393493413~mv2.png/v1/fit/w_480,h_850,q_90,enc_avif,quality_auto/f87b85_6e27f32237624381b23ab1a393493413~mv2.png",MATCHED,data/cards/src/gen1/137-forest-demon.json,target=generation=1;edition=3rd edition
