Generation,Edition,Card Number,Card Name,Card Type,Rarity,Creature Type,Magic Type,Is Equip,Armor Level,Speed,Health Points,Attack Name,Attack Dice,Modifier,Extended Effect Description,Flavor Text,Image File Name,Notes,Magic Type Normalized,Magic Subtype,Is Field,Effect Count,Effect Types,Needs Manual Review,Is Bonus Card,Card Definition JSON
3,1st Edition,023,Order Knight,Creature,Uncommon,Humanoid,,FALSE,8,8,80,Upward Slash,3,3,,,,,,,FALSE,0,,FALSE,FALSE,"{""cardNumber"": ""023"", ""cardName"": ""Order Knight"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Uncommon"", ""creatureType"": ""Humanoid"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 8, ""SPD"": 8, ""HP"": 80, ""attackName"": ""Upward Slash"", ""attackDice"": 3, ""modifier"": 3, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": """"}"
3,1st Edition,024,Mosquito Man,Creature,Rare,Bug,,FALSE,5,6,40,Blood Sucker,2,3,This creature heals for 1/2 of the Atk damage it inflicts during battle.,,,,,,FALSE,2,DAMAGE; HEAL,TRUE,FALSE,"{""cardNumber"": ""024"", ""cardName"": ""Mosquito Man"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Bug"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 5, ""SPD"": 6, ""HP"": 40, ""attackName"": ""Blood Sucker"", ""attackDice"": 2, ""modifier"": 3, ""baseHitDice"": 2}, ""rawEffectText"": ""This creature heals for 1/2 of the Atk damage it inflicts during battle."", ""effects"": [{""id"": ""024-E01"", ""trigger"": ""DURING_BATTLE"", ""condition"": {""type"": ""TEXT"", ""text"": ""This creature heals for 1/2 of the Atk damage it inflicts during battle.""}, ""actionType"": ""HEAL"", ""effectGroup"": ""Healing"", ""actionText"": ""Heal a creature or apply lifesteal"", ""target"": ""This creature"", ""value"": ""This creature heals for 1/2 of the Atk damage it inflicts during battle."", ""duration"": {""text"": ""This turn/battle"", ""type"": ""UNTIL_END_OF_TURN_OR_BATTLE""}, ""reusableFunction"": ""heal"", ""params"": {""target"": ""This creature"", ""valueText"": ""This creature heals for 1/2 of the Atk damage it inflicts during battle."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This creature heals for 1/2 of the Atk damage it inflicts during battle.""}, ""duration"": {""text"": ""This turn/battle"", ""type"": ""UNTIL_END_OF_TURN_OR_BATTLE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}, {""id"": ""024-E02"", ""trigger"": ""DURING_BATTLE"", ""condition"": {""type"": ""TEXT"", ""text"": ""This creature heals for 1/2 of the Atk damage it inflicts during battle.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""This creature"", ""value"": ""This creature heals for 1/2 of the Atk damage it inflicts during battle."", ""duration"": {""text"": ""This turn/battle"", ""type"": ""UNTIL_END_OF_TURN_OR_BATTLE""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""This creature"", ""valueText"": ""This creature heals for 1/2 of the Atk damage it inflicts during battle."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This creature heals for 1/2 of the Atk damage it inflicts during battle.""}, ""duration"": {""text"": ""This turn/battle"", ""type"": ""UNTIL_END_OF_TURN_OR_BATTLE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,025,Wererabbit,Creature,Uncommon,Beast,,FALSE,6,10,50,Vicious Bite,1,7,,,,,,,FALSE,0,,FALSE,FALSE,"{""cardNumber"": ""025"", ""cardName"": ""Wererabbit"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Uncommon"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 6, ""SPD"": 10, ""HP"": 50, ""attackName"": ""Vicious Bite"", ""attackDice"": 1, ""modifier"": 7, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": """"}"
3,1st Edition,026,Cabal Warchief,Creature,Mythic,Humanoid,,FALSE,12,12,130,Carnage,5,5,"This creature may initiate battle twice during your turn. Your opponent can only return attack for 1 of these battles. This creature cannot change control, or be removed from the field unless killed.",,,Multiple battles and partial return-attack restriction need custom combat support.,,,FALSE,1,MANUAL_FALLBACK,TRUE,FALSE,"{""cardNumber"": ""026"", ""cardName"": ""Cabal Warchief"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Mythic"", ""creatureType"": ""Humanoid"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 12, ""SPD"": 12, ""HP"": 130, ""attackName"": ""Carnage"", ""attackDice"": 5, ""modifier"": 5, ""baseHitDice"": 2}, ""rawEffectText"": ""This creature may initiate battle twice during your turn. Your opponent can only return attack for 1 of these battles. This creature cannot change control, or be removed from the field unless killed."", ""effects"": [{""id"": ""026-E01"", ""trigger"": ""DURING_YOUR_TURN_ACTIVATED"", ""condition"": {""type"": ""TEXT"", ""text"": ""This creature may initiate battle twice during your turn. Your opponent can only return attack for 1 of these battles. This creature cannot change control, or be removed from the field unless killed.""}, ""actionType"": ""MANUAL_FALLBACK"", ""effectGroup"": ""Manual Fallback"", ""actionText"": ""Manual effect resolution needed"", ""target"": ""This creature"", ""value"": ""This creature may initiate battle twice during your turn. Your opponent can only return attack for 1 of these battles. This creature cannot change control, or be removed from the field unless killed."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""manualFallback"", ""params"": {""target"": ""This creature"", ""valueText"": ""This creature may initiate battle twice during your turn. Your opponent can only return attack for 1 of these battles. This creature cannot change control, or be removed from the field unless killed."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This creature may initiate battle twice during your turn. Your opponent can only return attack for 1 of these battles. This creature cannot change control, or be removed from the field unless killed.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Multiple battles and partial return-attack restriction need custom combat support."", ""needsReview"": true}], ""notes"": ""Multiple battles and partial return-attack restriction need custom combat support.""}"
3,1st Edition,027,Doppelganger,Magic,Epic,,Infinite,TRUE,,,,,,,Atk Dice Rolls: +2. Hit Dice Rolls: +2.,,,,INFINITE,EQUIP,FALSE,1,APPLY_STAT_MODIFIER,FALSE,FALSE,"{""cardNumber"": ""027"", ""cardName"": ""Doppelganger"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Epic"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""isField"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""Atk Dice Rolls: +2. Hit Dice Rolls: +2."", ""effects"": [{""id"": ""027-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Atk Dice Rolls: +2. Hit Dice Rolls: +2.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Equipped creature"", ""value"": ""Atk Dice Rolls: +2. Hit Dice Rolls: +2."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""Atk Dice Rolls: +2. Hit Dice Rolls: +2."", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""HIT_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 2}], ""condition"": {""type"": ""TEXT"", ""text"": ""Atk Dice Rolls: +2. Hit Dice Rolls: +2.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
3,1st Edition,028,Catcow,Magic,Rare,,Infinite,FALSE,,,,,,,"For 2 turn cycles, all creatures switch their own base Atk Dice Rolls and Modifier.",,,Switches each creature own base attack dice and modifier for 2 turn cycles.,INFINITE,FIELD,TRUE,1,APPLY_STAT_MODIFIER,TRUE,FALSE,"{""cardNumber"": ""028"", ""cardName"": ""Catcow"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Rare"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""FIELD"", ""isEquip"": false, ""isField"": true, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""For 2 turn cycles, all creatures switch their own base Atk Dice Rolls and Modifier."", ""effects"": [{""id"": ""028-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""For 2 turn cycles, all creatures switch their own base Atk Dice Rolls and Modifier.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""All creatures matching condition"", ""value"": ""For 2 turn cycles, all creatures switch their own base Atk Dice Rolls and Modifier."", ""duration"": {""text"": ""2 turn cycles"", ""type"": ""TURN_CYCLES"", ""amount"": 2, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""All creatures matching condition"", ""valueText"": ""For 2 turn cycles, all creatures switch their own base Atk Dice Rolls and Modifier."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""For 2 turn cycles, all creatures switch their own base Atk Dice Rolls and Modifier.""}, ""duration"": {""text"": ""2 turn cycles"", ""type"": ""TURN_CYCLES"", ""amount"": 2, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Switches each creature own base attack dice and modifier for 2 turn cycles."", ""needsReview"": true}], ""notes"": ""Switches each creature own base attack dice and modifier for 2 turn cycles.""}"
3,1st Edition,029,Earth Eleotoid,Creature,Rare,Elemental,,FALSE,7,4,60,Stone Slide,2,3,"This card inflicts 2x Atk damage to creatures in or near fire, but receives 2x Atk damage from creatures in or near water.",,,Uses environment/art-context conditions: in or near fire/water.,,,FALSE,2,APPLY_ATTACK_DAMAGE_MULTIPLIER; DAMAGE,TRUE,FALSE,"{""cardNumber"": ""029"", ""cardName"": ""Earth Eleotoid"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Rare"", ""creatureType"": ""Elemental"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 7, ""SPD"": 4, ""HP"": 60, ""attackName"": ""Stone Slide"", ""attackDice"": 2, ""modifier"": 3, ""baseHitDice"": 2}, ""rawEffectText"": ""This card inflicts 2x Atk damage to creatures in or near fire, but receives 2x Atk damage from creatures in or near water."", ""effects"": [{""id"": ""029-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card inflicts 2x Atk damage to creatures in or near fire, but receives 2x Atk damage from creatures in or near water.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""This creature"", ""value"": ""This card inflicts 2x Atk damage to creatures in or near fire, but receives 2x Atk damage from creatures in or near water."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""This creature"", ""valueText"": ""This card inflicts 2x Atk damage to creatures in or near fire, but receives 2x Atk damage from creatures in or near water."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card inflicts 2x Atk damage to creatures in or near fire, but receives 2x Atk damage from creatures in or near water.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Uses environment/art-context conditions: in or near fire/water."", ""needsReview"": true}, {""id"": ""029-E02"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card inflicts 2x Atk damage to creatures in or near fire, but receives 2x Atk damage from creatures in or near water.""}, ""actionType"": ""APPLY_ATTACK_DAMAGE_MULTIPLIER"", ""effectGroup"": ""Damage Multiplier"", ""actionText"": ""Apply attack damage multiplier"", ""target"": ""This creature"", ""value"": ""This card inflicts 2x Atk damage to creatures in or near fire, but receives 2x Atk damage from creatures in or near water."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""applyAttackDamageMultiplier"", ""params"": {""target"": ""This creature"", ""valueText"": ""This card inflicts 2x Atk damage to creatures in or near fire, but receives 2x Atk damage from creatures in or near water."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card inflicts 2x Atk damage to creatures in or near fire, but receives 2x Atk damage from creatures in or near water.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Uses environment/art-context conditions: in or near fire/water."", ""needsReview"": true}], ""notes"": ""Uses environment/art-context conditions: in or near fire/water.""}"
3,1st Edition,030,Owlet,Creature,Common,Beast,,FALSE,2,3,10,Baby Peck,1,0,,,,,,,FALSE,0,,FALSE,FALSE,"{""cardNumber"": ""030"", ""cardName"": ""Owlet"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Common"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 2, ""SPD"": 3, ""HP"": 10, ""attackName"": ""Baby Peck"", ""attackDice"": 1, ""modifier"": 0, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": """"}"
3,1st Edition,031,Orcs VS Apes,Magic,Common,,Infinite,FALSE,,,,,,,All creatures inflict 2x Atk damage to Humanoid-type creatures on the field.,,,,INFINITE,FIELD,TRUE,2,APPLY_ATTACK_DAMAGE_MULTIPLIER; DAMAGE,FALSE,FALSE,"{""cardNumber"": ""031"", ""cardName"": ""Orcs VS Apes"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Common"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""FIELD"", ""isEquip"": false, ""isField"": true, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""All creatures inflict 2x Atk damage to Humanoid-type creatures on the field."", ""effects"": [{""id"": ""031-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""All creatures inflict 2x Atk damage to Humanoid-type creatures on the field.""}, ""actionType"": ""DAMAGE"", ""effectGroup"": ""Damage"", ""actionText"": ""Inflict damage"", ""target"": ""All creatures matching condition"", ""value"": ""All creatures inflict 2x Atk damage to Humanoid-type creatures on the field."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""damage"", ""params"": {""target"": ""All creatures matching condition"", ""valueText"": ""All creatures inflict 2x Atk damage to Humanoid-type creatures on the field."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""All creatures inflict 2x Atk damage to Humanoid-type creatures on the field.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}, {""id"": ""031-E02"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""All creatures inflict 2x Atk damage to Humanoid-type creatures on the field.""}, ""actionType"": ""APPLY_ATTACK_DAMAGE_MULTIPLIER"", ""effectGroup"": ""Damage Multiplier"", ""actionText"": ""Apply attack damage multiplier"", ""target"": ""All creatures matching condition"", ""value"": ""All creatures inflict 2x Atk damage to Humanoid-type creatures on the field."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyAttackDamageMultiplier"", ""params"": {""target"": ""All creatures matching condition"", ""valueText"": ""All creatures inflict 2x Atk damage to Humanoid-type creatures on the field."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""All creatures inflict 2x Atk damage to Humanoid-type creatures on the field.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": ""ATTACK_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
3,1st Edition,032,Evolved Ape,Creature,Epic,Beast,,FALSE,7,5,100,Pummel,4,3,,,,,,,FALSE,0,,FALSE,FALSE,"{""cardNumber"": ""032"", ""cardName"": ""Evolved Ape"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Epic"", ""creatureType"": ""Beast"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 7, ""SPD"": 5, ""HP"": 100, ""attackName"": ""Pummel"", ""attackDice"": 4, ""modifier"": 3, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": """"}"
3,1st Edition,033,Armored Assault,Magic,Common,,Infinite,TRUE,,,,,,,SPD: +4. AL: +2.,,,,INFINITE,EQUIP,FALSE,1,APPLY_STAT_MODIFIER,FALSE,FALSE,"{""cardNumber"": ""033"", ""cardName"": ""Armored Assault"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Common"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""isField"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""SPD: +4. AL: +2."", ""effects"": [{""id"": ""033-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""SPD: +4. AL: +2.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Equipped creature"", ""value"": ""SPD: +4. AL: +2."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""SPD: +4. AL: +2."", ""statChanges"": [{""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 4}], ""condition"": {""type"": ""TEXT"", ""text"": ""SPD: +4. AL: +2.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}], ""notes"": """"}"
3,1st Edition,034,Kappa King,Creature,Epic,Dinosaur,,FALSE,11,1,100,Shell Bash,4,2,,,,,,,FALSE,0,,FALSE,FALSE,"{""cardNumber"": ""034"", ""cardName"": ""Kappa King"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Epic"", ""creatureType"": ""Dinosaur"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 11, ""SPD"": 1, ""HP"": 100, ""attackName"": ""Shell Bash"", ""attackDice"": 4, ""modifier"": 2, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": """"}"
3,1st Edition,035,Dark Moon,Magic,Common,,Standard,FALSE,,,,,,,For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die.,,,,STANDARD,FIELD,TRUE,1,MANUAL_FALLBACK,TRUE,FALSE,"{""cardNumber"": ""035"", ""cardName"": ""Dark Moon"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Common"", ""creatureType"": null, ""magicType"": ""STANDARD"", ""magicSubtype"": ""FIELD"", ""isEquip"": false, ""isField"": true, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die."", ""effects"": [{""id"": ""035-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die.""}, ""actionType"": ""MANUAL_FALLBACK"", ""effectGroup"": ""Manual Fallback"", ""actionText"": ""Manual effect resolution needed"", ""target"": ""Target creature"", ""value"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die."", ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""reusableFunction"": ""manualFallback"", ""params"": {""target"": ""Target creature"", ""valueText"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die.""}, ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}], ""notes"": """"}"
3,1st Edition,036,Ptera Man,Creature,Uncommon,Dinosaur,,FALSE,7,11,60,Primal Dive,1,9,,,,,,,FALSE,0,,FALSE,FALSE,"{""cardNumber"": ""036"", ""cardName"": ""Ptera Man"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""CREATURE"", ""rarity"": ""Uncommon"", ""creatureType"": ""Dinosaur"", ""magicType"": null, ""magicSubtype"": null, ""isEquip"": false, ""isField"": false, ""baseStats"": {""AL"": 7, ""SPD"": 11, ""HP"": 60, ""attackName"": ""Primal Dive"", ""attackDice"": 1, ""modifier"": 9, ""baseHitDice"": 2}, ""rawEffectText"": """", ""effects"": [], ""notes"": """"}"
3,1st Edition,037,Galactic Suit,Magic,Legendary,,Infinite,TRUE,,,,,,,"If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature.",,,Redirects missed attack roll to opponent primary creature.,INFINITE,EQUIP,FALSE,1,MANUAL_FALLBACK,TRUE,FALSE,"{""cardNumber"": ""037"", ""cardName"": ""Galactic Suit"", ""generation"": ""3"", ""edition"": ""1st Edition"", ""cardKind"": ""MAGIC"", ""rarity"": ""Legendary"", ""creatureType"": null, ""magicType"": ""INFINITE"", ""magicSubtype"": ""EQUIP"", ""isEquip"": true, ""isField"": false, ""baseStats"": {""AL"": null, ""SPD"": null, ""HP"": null, ""attackName"": null, ""attackDice"": null, ""modifier"": null, ""baseHitDice"": null}, ""rawEffectText"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature."", ""effects"": [{""id"": ""037-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature.""}, ""actionType"": ""MANUAL_FALLBACK"", ""effectGroup"": ""Manual Fallback"", ""actionText"": ""Manual effect resolution needed"", ""target"": ""Opponent's primary creature"", ""value"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""manualFallback"", ""params"": {""target"": ""Opponent's primary creature"", ""valueText"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Redirects missed attack roll to opponent primary creature."", ""needsReview"": true}], ""notes"": ""Redirects missed attack roll to opponent primary creature.""}"
