effect_id,card_number,card_name,card_kind,rarity,creature_type,magic_type,magic_subtype,is_equip,is_field,trigger,condition_type,condition_values_json,action_order,effect_group,engine_action_type,reusable_function,target,value_text,stat_changes_json,structured_params_json,damage_type,duration_type,duration_amount,duration_unit,duration_text,stack_rule,tick_timing,requires_response_window,source_linked,uses_anchoring,needs_manual_review,implementation_notes,original_effect_text,engine_effect_json
033-E01,033,Armored Assault,MAGIC,Common,,INFINITE,EQUIP,TRUE,FALSE,WHILE_EQUIPPED,TEXT,"{""type"": ""TEXT"", ""text"": ""SPD: +4. AL: +2.""}",1,Stat Modifier,APPLY_STAT_MODIFIER,applyStatModifier,Equipped creature,SPD: +4. AL: +2.,"[{""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 4}]","{""target"": ""Equipped creature"", ""valueText"": ""SPD: +4. AL: +2."", ""statChanges"": [{""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 4}], ""condition"": {""type"": ""TEXT"", ""text"": ""SPD: +4. AL: +2.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,FALSE,,SPD: +4. AL: +2.,"{""id"": ""033-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""SPD: +4. AL: +2.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""Equipped creature"", ""value"": ""SPD: +4. AL: +2."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""Equipped creature"", ""valueText"": ""SPD: +4. AL: +2."", ""statChanges"": [{""stat"": ""AL"", ""operation"": ""ADD"", ""value"": 2}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 4}], ""condition"": {""type"": ""TEXT"", ""text"": ""SPD: +4. AL: +2.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
035-E01,035,Dark Moon,MAGIC,Common,,STANDARD,FIELD,FALSE,TRUE,STATIC_WHILE_ON_FIELD,TEXT,"{""type"": ""TEXT"", ""text"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die.""}",1,Manual Fallback,MANUAL_FALLBACK,manualFallback,Target creature,For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die.,[],"{""target"": ""Target creature"", ""valueText"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die.""}, ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,TURN_CYCLES,1,TURN_CYCLE,1 turn cycle,,,FALSE,FALSE,FALSE,TRUE,,For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die.,"{""id"": ""035-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die.""}, ""actionType"": ""MANUAL_FALLBACK"", ""effectGroup"": ""Manual Fallback"", ""actionText"": ""Manual effect resolution needed"", ""target"": ""Target creature"", ""value"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die."", ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""reusableFunction"": ""manualFallback"", ""params"": {""target"": ""Target creature"", ""valueText"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""For 1 turn cycle your opponents’ creatures can only roll 1 Hit Die.""}, ""duration"": {""text"": ""1 turn cycle"", ""type"": ""TURN_CYCLES"", ""amount"": 1, ""unit"": ""TURN_CYCLE"", ""starts"": ""EFFECT_ACTIVATION"", ""expires"": ""BEGINNING_OF_START_PLAYER_TURN""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}"
037-E01,037,Galactic Suit,MAGIC,Legendary,,INFINITE,EQUIP,TRUE,FALSE,WHILE_EQUIPPED,TEXT,"{""type"": ""TEXT"", ""text"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature.""}",1,Manual Fallback,MANUAL_FALLBACK,manualFallback,Opponent's primary creature,"If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature.",[],"{""target"": ""Opponent's primary creature"", ""valueText"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_EQUIPPED,,,While equipped,,,FALSE,FALSE,TRUE,TRUE,Redirects missed attack roll to opponent primary creature.,"If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature.","{""id"": ""037-E01"", ""trigger"": ""WHILE_EQUIPPED"", ""condition"": {""type"": ""TEXT"", ""text"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature.""}, ""actionType"": ""MANUAL_FALLBACK"", ""effectGroup"": ""Manual Fallback"", ""actionText"": ""Manual effect resolution needed"", ""target"": ""Opponent's primary creature"", ""value"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature."", ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""reusableFunction"": ""manualFallback"", ""params"": {""target"": ""Opponent's primary creature"", ""valueText"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""If your opponent misses their Hit Roll against the equipped creature, they must roll their Atk Roll against their primary creature.""}, ""duration"": {""text"": ""While equipped"", ""type"": ""WHILE_EQUIPPED""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Redirects missed attack roll to opponent primary creature."", ""needsReview"": true}"
038-E01,038,Army of the Orcs,MAGIC,Common,,INFINITE,FIELD,FALSE,TRUE,STATIC_WHILE_ON_FIELD,TEXT,"{""type"": ""TEXT"", ""text"": ""All creatures with \""Orc\"" in their name: SPD: +3. Atk: +6. Atk Dice Rolls: +1.""}",1,Stat Modifier,APPLY_STAT_MODIFIER,applyStatModifier,All creatures matching condition,"All creatures with ""Orc"" in their name: SPD: +3. Atk: +6. Atk Dice Rolls: +1.","[{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}, {""stat"": ""ATK_BONUS"", ""operation"": ""ADD"", ""value"": 6}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 3}]","{""target"": ""All creatures matching condition"", ""valueText"": ""All creatures with \""Orc\"" in their name: SPD: +3. Atk: +6. Atk Dice Rolls: +1."", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}, {""stat"": ""ATK_BONUS"", ""operation"": ""ADD"", ""value"": 6}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 3}], ""condition"": {""type"": ""TEXT"", ""text"": ""All creatures with \""Orc\"" in their name: SPD: +3. Atk: +6. Atk Dice Rolls: +1.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_ON_FIELD,,,While on field,,,FALSE,FALSE,FALSE,FALSE,,"All creatures with ""Orc"" in their name: SPD: +3. Atk: +6. Atk Dice Rolls: +1.","{""id"": ""038-E01"", ""trigger"": ""STATIC_WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""All creatures with \""Orc\"" in their name: SPD: +3. Atk: +6. Atk Dice Rolls: +1.""}, ""actionType"": ""APPLY_STAT_MODIFIER"", ""effectGroup"": ""Stat Modifier"", ""actionText"": ""Apply stat modifier or stat rule"", ""target"": ""All creatures matching condition"", ""value"": ""All creatures with \""Orc\"" in their name: SPD: +3. Atk: +6. Atk Dice Rolls: +1."", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyStatModifier"", ""params"": {""target"": ""All creatures matching condition"", ""valueText"": ""All creatures with \""Orc\"" in their name: SPD: +3. Atk: +6. Atk Dice Rolls: +1."", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD"", ""value"": 1}, {""stat"": ""ATK_BONUS"", ""operation"": ""ADD"", ""value"": 6}, {""stat"": ""SPD"", ""operation"": ""ADD"", ""value"": 3}], ""condition"": {""type"": ""TEXT"", ""text"": ""All creatures with \""Orc\"" in their name: SPD: +3. Atk: +6. Atk Dice Rolls: +1.""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
039-E01,039,M.O.O.N. Sgt.,CREATURE,Epic,Humanoid,,,FALSE,FALSE,ON_SUMMON,TEXT,"{""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}",1,Limited Summon,LIMITED_SUMMON,limitedSummon,Limited Summon card(s),"When summoned, you may summon 1 ""M.O.O.N."" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.",[],"{""target"": ""Limited Summon card(s)"", ""valueText"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,IMMEDIATE,,,Immediate,,,FALSE,TRUE,TRUE,TRUE,,"When summoned, you may summon 1 ""M.O.O.N."" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.","{""id"": ""039-E01"", ""trigger"": ""ON_SUMMON"", ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}, ""actionType"": ""LIMITED_SUMMON"", ""effectGroup"": ""Limited Summon"", ""actionText"": ""Summon or interact with a Limited Summon"", ""target"": ""Limited Summon card(s)"", ""value"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""limitedSummon"", ""params"": {""target"": ""Limited Summon card(s)"", ""valueText"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}"
039-E02,039,M.O.O.N. Sgt.,CREATURE,Epic,Humanoid,,,FALSE,FALSE,ON_SUMMON,TEXT,"{""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}",2,Negation,NEGATE_CARD_EFFECT,negateCardEffect,Limited Summon card(s),"When summoned, you may summon 1 ""M.O.O.N."" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.",[],"{""target"": ""Limited Summon card(s)"", ""valueText"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,IMMEDIATE,,,Immediate,,,FALSE,TRUE,TRUE,TRUE,,"When summoned, you may summon 1 ""M.O.O.N."" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.","{""id"": ""039-E02"", ""trigger"": ""ON_SUMMON"", ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}, ""actionType"": ""NEGATE_CARD_EFFECT"", ""effectGroup"": ""Negation"", ""actionText"": ""Negate a card effect"", ""target"": ""Limited Summon card(s)"", ""value"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""negateCardEffect"", ""params"": {""target"": ""Limited Summon card(s)"", ""valueText"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}"
039-E03,039,M.O.O.N. Sgt.,CREATURE,Epic,Humanoid,,,FALSE,FALSE,ON_SUMMON,TEXT,"{""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}",3,Card Movement,MOVE_CARD,moveCard,Limited Summon card(s),"When summoned, you may summon 1 ""M.O.O.N."" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.",[],"{""target"": ""Limited Summon card(s)"", ""valueText"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,IMMEDIATE,,,Immediate,,,FALSE,TRUE,TRUE,TRUE,,"When summoned, you may summon 1 ""M.O.O.N."" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.","{""id"": ""039-E03"", ""trigger"": ""ON_SUMMON"", ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}, ""actionType"": ""MOVE_CARD"", ""effectGroup"": ""Card Movement"", ""actionText"": ""Move or return a card between zones"", ""target"": ""Limited Summon card(s)"", ""value"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""moveCard"", ""params"": {""target"": ""Limited Summon card(s)"", ""valueText"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""When summoned, you may summon 1 \""M.O.O.N.\"" named creature from your hand or deck as a Limited Summon. Return the summoned creature to your hand if this card leaves the field, changes control, or this effect is negated.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": true}"
041-E01,041,Orc Magic,MAGIC,Rare,,STANDARD,NONE,FALSE,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""Destroy 1 magic card on the field.""}",1,Magic Destruction,DESTROY_MAGIC,destroyMagic,Magic card(s) on the field,Destroy 1 magic card on the field.,[],"{""target"": ""Magic card(s) on the field"", ""valueText"": ""Destroy 1 magic card on the field."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Destroy 1 magic card on the field.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,IMMEDIATE,,,Immediate,,,FALSE,FALSE,FALSE,FALSE,,Destroy 1 magic card on the field.,"{""id"": ""041-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Destroy 1 magic card on the field.""}, ""actionType"": ""DESTROY_MAGIC"", ""effectGroup"": ""Magic Destruction"", ""actionText"": ""Destroy a magic card"", ""target"": ""Magic card(s) on the field"", ""value"": ""Destroy 1 magic card on the field."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""destroyMagic"", ""params"": {""target"": ""Magic card(s) on the field"", ""valueText"": ""Destroy 1 magic card on the field."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Destroy 1 magic card on the field.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
042-E01,042,Orc Mischief,MAGIC,Rare,,LIGHTNING,NONE,FALSE,FALSE,WHEN_OPPONENT_PLAYS_MAGIC,TEXT,"{""type"": ""TEXT"", ""text"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.""}",1,Negation,NEGATE_CARD_EFFECT,negateCardEffect,Magic card(s) on the field,Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.,[],"{""target"": ""Magic card(s) on the field"", ""valueText"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,IMMEDIATE,,,Immediate,,,TRUE,FALSE,FALSE,FALSE,,Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.,"{""id"": ""042-E01"", ""trigger"": ""WHEN_OPPONENT_PLAYS_MAGIC"", ""condition"": {""type"": ""TEXT"", ""text"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.""}, ""actionType"": ""NEGATE_CARD_EFFECT"", ""effectGroup"": ""Negation"", ""actionText"": ""Negate a card effect"", ""target"": ""Magic card(s) on the field"", ""value"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""negateCardEffect"", ""params"": {""target"": ""Magic card(s) on the field"", ""valueText"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
042-E02,042,Orc Mischief,MAGIC,Rare,,LIGHTNING,NONE,FALSE,FALSE,WHEN_OPPONENT_PLAYS_MAGIC,TEXT,"{""type"": ""TEXT"", ""text"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.""}",2,Card Movement,SEND_TO_CEMETERY,sendToCemetery,Magic card(s) on the field,Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.,[],"{""target"": ""Magic card(s) on the field"", ""valueText"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,IMMEDIATE,,,Immediate,,,TRUE,FALSE,FALSE,FALSE,,Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.,"{""id"": ""042-E02"", ""trigger"": ""WHEN_OPPONENT_PLAYS_MAGIC"", ""condition"": {""type"": ""TEXT"", ""text"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.""}, ""actionType"": ""SEND_TO_CEMETERY"", ""effectGroup"": ""Card Movement"", ""actionText"": ""Send card to cemetery"", ""target"": ""Magic card(s) on the field"", ""value"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery."", ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""reusableFunction"": ""sendToCemetery"", ""params"": {""target"": ""Magic card(s) on the field"", ""valueText"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery."", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Play this card from your hand when your opponent plays a magic card. Negate the card effect and instead send it to the cemetery.""}, ""duration"": {""text"": ""Immediate"", ""type"": ""IMMEDIATE""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
